normalized-losses,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-rate,horsepower,peak-rpm,city-mpg,highway-mpg,price
0.29842931937172773,0.05830903790087462,0.4134328358208958,0.32478632478632447,0.08333333333333333,0.41117145073700545,0.26037735849056604,0.6642857142857145,0.2904761904761906,0.125,0.29439252336448596,0.3469387755102041,0.2222222222222222,0.2894736842105263,13495.0
0.29842931937172773,0.05830903790087462,0.4134328358208958,0.32478632478632447,0.08333333333333333,0.41117145073700545,0.26037735849056604,0.6642857142857145,0.2904761904761906,0.125,0.29439252336448596,0.3469387755102041,0.2222222222222222,0.2894736842105263,16500.0
0.29842931937172773,0.2303206997084549,0.4492537313432835,0.4444444444444446,0.38333333333333347,0.5178432893716058,0.3433962264150943,0.10000000000000009,0.6666666666666669,0.125,0.4953271028037383,0.3469387755102041,0.16666666666666666,0.2631578947368421,16500.0
0.518324607329843,0.38483965014577254,0.5298507462686567,0.5042735042735046,0.5416666666666666,0.32932505818463925,0.1811320754716981,0.46428571428571425,0.6333333333333333,0.1875,0.2523364485981308,0.5510204081632653,0.3055555555555556,0.3684210526315789,13950.0
0.518324607329843,0.3731778425655979,0.5298507462686567,0.521367521367522,0.5416666666666666,0.5182311869666408,0.2830188679245283,0.46428571428571425,0.6333333333333333,0.0625,0.3130841121495327,0.5510204081632653,0.1388888888888889,0.15789473684210525,17450.0
0.29842931937172773,0.38483965014577254,0.5402985074626868,0.5128205128205127,0.44166666666666704,0.39526764934057407,0.2830188679245283,0.46428571428571425,0.6333333333333333,0.09375,0.2897196261682243,0.5510204081632653,0.16666666666666666,0.23684210526315788,15250.0
0.4869109947643979,0.5597667638483964,0.7701492537313432,0.9487179487179492,0.6583333333333338,0.525989138867339,0.2830188679245283,0.46428571428571425,0.6333333333333333,0.09375,0.2897196261682243,0.5510204081632653,0.16666666666666666,0.23684210526315788,17710.0
0.29842931937172773,0.5597667638483964,0.7701492537313432,0.9487179487179492,0.6583333333333338,0.5686578743211792,0.2830188679245283,0.46428571428571425,0.6333333333333333,0.09375,0.2897196261682243,0.5510204081632653,0.16666666666666666,0.23684210526315788,18920.0
0.4869109947643979,0.5597667638483964,0.7701492537313432,0.9487179487179492,0.6750000000000002,0.6198603568657874,0.2641509433962264,0.4214285714285714,0.6333333333333333,0.08125000000000004,0.42990654205607476,0.5510204081632653,0.1111111111111111,0.10526315789473684,23875.0
0.6649214659685864,0.42565597667638494,0.5328358208955226,0.3846153846153845,0.5416666666666666,0.3518231186966641,0.17735849056603772,0.6857142857142857,0.3476190476190476,0.11250000000000004,0.24766355140186916,0.673469387755102,0.2777777777777778,0.34210526315789475,16430.0
0.6649214659685864,0.42565597667638494,0.5328358208955226,0.3846153846153845,0.5416666666666666,0.3518231186966641,0.17735849056603772,0.6857142857142857,0.3476190476190476,0.11250000000000004,0.24766355140186916,0.673469387755102,0.2777777777777778,0.34210526315789475,16925.0
0.643979057591623,0.42565597667638494,0.5328358208955226,0.3846153846153845,0.5416666666666666,0.474010861132661,0.3886792452830189,0.55,0.5333333333333333,0.125,0.3411214953271028,0.04081632653061224,0.2222222222222222,0.3157894736842105,20970.0
